user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
2012,2/9/2024,13,13-18,1.8,1.4,1.9,5.1,Tablet,WiFi
2013,8/18/2024,53,46-60,1.6,5.8,3.2,10.6,Mobile,WiFi
2014,12/6/2024,63,60+,1.1,6,3.4,10.5,Laptop,WiFi
2015,6/8/2024,23,19-25,3.6,2.5,1.5,7.6,Tablet,Mobile Data
2016,3/23/2024,22,19-25,1.8,5.7,2.6,10.1,Mobile,Mobile Data
2017,12/28/2024,58,46-60,2.7,6.7,1.4,10.8,Laptop,WiFi
2018,3/21/2024,18,13-18,1.9,6.3,3.2,11.4,Tablet,Mobile Data
2019,5/27/2024,42,36-45,1.4,4.6,1,7,Laptop,WiFi
2020,11/2/2024,44,36-45,2.6,1.8,1,5.4,Tablet,WiFi
2021,9/10/2024,70,60+,1,5.1,3,9.1,Mobile,Mobile Data
2022,9/3/2024,26,26-35,3.6,6.2,3.1,12.9,Mobile,Mobile Data
2023,3/3/2024,17,13-18,1,2.8,2.1,5.9,Mobile,WiFi
2024,6/4/2024,14,13-18,2.2,5.5,2,9.7,Mobile,Mobile Data
2025,6/30/2024,42,36-45,1.4,1.7,3.3,6.4,Laptop,WiFi
2026,8/4/2024,22,19-25,3.2,6.3,1,10.5,Mobile,Mobile Data
2027,10/28/2024,35,26-35,0.3,3.7,0.7,4.7,Tablet,Mobile Data
2028,11/26/2024,22,19-25,0.2,1.5,2.9,4.6,Mobile,Mobile Data
2029,3/15/2024,38,36-45,2.2,2.3,2.1,6.6,Mobile,Mobile Data
2030,12/29/2024,65,60+,2.4,4.1,2.6,9.1,Laptop,WiFi
2031,10/28/2024,18,13-18,1.1,1.1,1,3.2,Laptop,Mobile Data
2032,1/14/2024,41,36-45,3.9,4.4,1.2,9.5,Mobile,WiFi
2033,1/14/2024,51,46-60,1,5.1,1.5,7.6,Laptop,WiFi
2034,12/13/2024,75,60+,2.5,1.9,2,6.4,Laptop,Mobile Data
2035,5/5/2024,27,26-35,3.4,3.7,3.2,10.3,Tablet,Mobile Data
2036,5/8/2024,63,60+,3,6.1,0.7,9.8,Tablet,Mobile Data
2037,8/18/2024,31,26-35,0.9,2,2.6,5.5,Laptop,WiFi
2038,3/4/2024,39,36-45,1.6,5.5,1.8,8.9,Laptop,Mobile Data
2039,2/20/2024,56,46-60,0.4,5.9,1,7.3,Laptop,Mobile Data
2040,9/21/2024,26,26-35,0.6,6.7,0.5,7.8,Laptop,WiFi
2041,5/30/2024,62,60+,3,3,0.6,6.6,Laptop,Mobile Data
2042,1/15/2024,15,13-18,3.3,5.4,0.9,9.6,Tablet,WiFi
2043,12/14/2024,19,19-25,1.4,3.9,1.6,6.9,Laptop,WiFi
2044,4/9/2024,59,46-60,0.7,4.9,3.2,8.8,Laptop,Mobile Data
2045,3/22/2024,29,26-35,3.8,1.2,3.1,8.1,Mobile,WiFi
2046,8/26/2024,49,46-60,1.2,3.2,2.5,6.9,Tablet,Mobile Data
2047,9/4/2024,21,19-25,3.5,1.4,3.2,8.1,Mobile,WiFi
2048,2/26/2024,72,60+,2.5,4.6,1,8.1,Mobile,WiFi
2049,3/6/2024,18,13-18,1.4,3.7,2.3,7.4,Tablet,WiFi
2050,3/26/2024,33,26-35,2.8,2.6,0.7,6.1,Laptop,WiFi
2051,6/24/2024,19,19-25,2.6,6.3,1,9.9,Laptop,Mobile Data
2052,12/23/2024,33,26-35,3.6,2.1,2.4,8.1,Laptop,Mobile Data
2053,4/22/2024,26,26-35,0.3,5.7,3.2,9.2,Laptop,WiFi
2054,12/21/2024,26,26-35,2.4,5.1,2.1,9.6,Laptop,WiFi
2055,9/13/2024,38,36-45,3.6,3.3,2.2,9.1,Mobile,Mobile Data
2056,1/1/2024,38,36-45,4,3.7,2.7,10.4,Mobile,WiFi
2057,11/9/2024,30,26-35,1.7,4.1,1.7,7.5,Mobile,Mobile Data
2058,1/2/2024,73,60+,1,4.9,0.9,6.8,Mobile,Mobile Data
2059,1/24/2024,43,36-45,1.2,5.8,1.4,8.4,Laptop,WiFi
2060,11/11/2024,21,19-25,1.1,5.5,1,7.6,Mobile,WiFi
2061,1/12/2024,17,13-18,2.3,4.7,1.7,8.7,Mobile,Mobile Data
2062,5/31/2024,52,46-60,2.6,4.5,2.5,9.6,Tablet,Mobile Data
2063,10/12/2024,69,60+,3.5,5.5,2.3,11.3,Mobile,Mobile Data
2064,9/21/2024,15,13-18,0.9,6.1,0.8,7.8,Mobile,Mobile Data
2065,10/6/2024,24,19-25,1.6,2.5,3,7.1,Tablet,WiFi
2066,2/6/2024,49,46-60,2,1.4,0.8,4.2,Mobile,Mobile Data
2067,8/10/2024,19,19-25,2.6,2.8,1,6.4,Tablet,Mobile Data
2068,1/3/2024,20,19-25,0.5,6.6,2.4,9.5,Laptop,WiFi
2069,7/17/2024,56,46-60,3.9,6.6,0.9,11.4,Laptop,WiFi
2070,3/31/2024,16,13-18,1.7,4,3.2,8.9,Mobile,WiFi
2071,11/20/2024,42,36-45,3.8,6.4,2.8,13,Mobile,Mobile Data
2072,12/21/2024,14,13-18,2.7,2.1,1.5,6.3,Mobile,WiFi
2073,10/10/2024,33,26-35,3.7,2.3,2.9,8.9,Mobile,Mobile Data
2074,9/6/2024,21,19-25,3.1,4.9,1.4,9.4,Laptop,Mobile Data
2075,3/25/2024,31,26-35,0.7,5.8,1.7,8.2,Mobile,WiFi
2076,7/11/2024,13,13-18,0.2,2.8,2.5,5.5,Mobile,WiFi
2077,8/6/2024,46,46-60,3.9,2.2,1.9,8,Mobile,Mobile Data
2078,9/12/2024,18,13-18,0.3,5.4,2.3,8,Tablet,Mobile Data
2079,6/20/2024,14,13-18,1.3,5.6,2.6,9.5,Mobile,Mobile Data
2080,11/21/2024,45,36-45,0.2,4.4,1.7,6.3,Mobile,Mobile Data
2081,7/17/2024,56,46-60,1.3,5,1.3,7.6,Laptop,WiFi
2082,7/27/2024,51,46-60,1.7,3.1,3.4,8.2,Laptop,WiFi
2083,1/14/2024,24,19-25,1.4,6.3,2.2,9.9,Tablet,WiFi
2084,9/17/2024,40,36-45,0.7,4.6,2.2,7.5,Tablet,Mobile Data
2085,5/3/2024,43,36-45,0.5,2.3,2.5,5.3,Tablet,Mobile Data
2086,10/20/2024,36,36-45,2.9,6.9,1.2,11,Laptop,Mobile Data
2087,11/24/2024,48,46-60,2,5,3.2,10.2,Tablet,WiFi
2088,9/29/2024,20,19-25,2.3,4.5,2.3,9.1,Laptop,Mobile Data
2089,10/9/2024,32,26-35,0.2,2.3,0.6,3.1,Mobile,Mobile Data
2090,8/26/2024,23,19-25,1.1,2.7,2.5,6.3,Tablet,WiFi
2091,6/9/2024,20,19-25,1.6,3.8,1.9,7.3,Tablet,WiFi
2092,5/10/2024,24,19-25,2.7,4,0.8,7.5,Tablet,WiFi
2093,3/25/2024,17,13-18,0.7,4.3,0.5,5.5,Laptop,WiFi
2094,4/12/2024,61,60+,2.8,4.5,0.9,8.2,Mobile,Mobile Data
2095,9/17/2024,17,13-18,0.6,5.1,0.6,6.3,Mobile,WiFi
2096,1/15/2024,70,60+,1.9,5.5,2.6,10,Laptop,WiFi
2097,8/1/2024,45,36-45,0.3,1.8,1.2,3.3,Mobile,Mobile Data
2098,3/12/2024,20,19-25,2,1.8,2.2,6,Laptop,WiFi
2099,9/18/2024,75,60+,3.2,2.9,1.7,7.8,Tablet,WiFi
2100,2/15/2024,46,46-60,0.5,3.4,0.7,4.6,Mobile,WiFi
2101,11/1/2024,30,26-35,0.2,2.5,1.3,4,Laptop,Mobile Data
2102,4/1/2024,17,13-18,3.1,2.3,1,6.4,Laptop,WiFi
2103,12/25/2024,62,60+,2.7,4.7,1.9,9.3,Mobile,WiFi
2104,11/27/2024,15,13-18,2.4,1.6,0.9,4.9,Laptop,WiFi
2105,2/16/2024,40,36-45,1.1,1.8,3.4,6.3,Tablet,WiFi
2106,3/30/2024,49,46-60,3.9,4.8,0.8,9.5,Mobile,WiFi
2107,4/6/2024,40,36-45,1.5,5,3.4,9.9,Laptop,Mobile Data
2108,5/18/2024,66,60+,0.5,2.4,1.4,4.3,Laptop,WiFi
2109,11/2/2024,34,26-35,0.2,1.4,3.5,5.1,Laptop,WiFi
2110,7/1/2024,27,26-35,3.8,5.8,2.2,11.8,Mobile,WiFi
2111,9/19/2024,19,19-25,4,3.7,1.8,9.5,Tablet,WiFi
2112,5/3/2024,14,13-18,1.5,1.3,1,3.8,Laptop,Mobile Data
2113,9/11/2024,27,26-35,2.1,3.2,3.3,8.6,Tablet,WiFi
2114,7/23/2024,19,19-25,1.8,5,2.6,9.4,Mobile,WiFi
2115,7/2/2024,23,19-25,1,5.6,1.1,7.7,Tablet,WiFi
2116,6/30/2024,51,46-60,0.3,4,3.5,7.8,Mobile,Mobile Data
2117,7/10/2024,58,46-60,3.1,2.7,2.4,8.2,Mobile,Mobile Data
2118,11/20/2024,24,19-25,1.4,1.1,3,5.5,Tablet,Mobile Data
2119,12/23/2024,42,36-45,1.7,2.5,0.7,4.9,Laptop,WiFi
2120,8/17/2024,23,19-25,2.7,4.3,3.2,10.2,Mobile,WiFi
2121,11/22/2024,13,13-18,1.3,6.6,1.3,9.2,Laptop,Mobile Data
2122,4/24/2024,68,60+,2.2,2.9,0.8,5.9,Tablet,WiFi
2123,4/19/2024,27,26-35,1.9,3.4,2.7,8,Mobile,Mobile Data
2124,1/3/2024,72,60+,3.1,5.3,2.7,11.1,Laptop,Mobile Data
2125,2/9/2024,71,60+,3.7,2.5,3.4,9.6,Tablet,WiFi
2126,8/27/2024,22,19-25,3.7,1.2,1.7,6.6,Laptop,WiFi
2127,12/28/2024,55,46-60,1.8,4.7,2.1,8.6,Tablet,WiFi
2128,1/13/2024,51,46-60,1.3,6.9,2.7,10.9,Mobile,WiFi
2129,4/16/2024,71,60+,1.2,1,2.2,4.4,Mobile,WiFi
2130,12/28/2024,60,46-60,3.1,6.2,1.4,10.7,Mobile,Mobile Data
2131,8/5/2024,28,26-35,2.2,4.4,2.8,9.4,Mobile,WiFi
2132,12/20/2024,63,60+,3.6,1.6,1.5,6.7,Tablet,Mobile Data
2133,2/17/2024,51,46-60,3.7,3.3,1,8,Tablet,Mobile Data
2134,2/6/2024,64,60+,0.5,2.9,2.5,5.9,Laptop,WiFi
2135,10/13/2024,41,36-45,0.8,6.6,3.4,10.8,Tablet,Mobile Data
2136,9/5/2024,70,60+,0.3,4.7,2.8,7.8,Tablet,WiFi
2137,9/1/2024,28,26-35,3.3,3.6,0.5,7.4,Tablet,WiFi
2138,7/31/2024,36,36-45,3.9,5.9,0.6,10.4,Tablet,Mobile Data
2139,9/4/2024,26,26-35,0.3,2.9,2,5.2,Mobile,WiFi
2140,6/19/2024,17,13-18,3.4,1.3,3,7.7,Tablet,Mobile Data
2141,7/5/2024,18,13-18,1.4,4.7,2,8.1,Laptop,WiFi
2142,3/26/2024,65,60+,2.4,1.3,3.3,7,Tablet,WiFi
2143,7/26/2024,64,60+,2.9,5.7,0.8,9.4,Laptop,Mobile Data
2144,5/15/2024,15,13-18,1.5,3.3,1.5,6.3,Tablet,Mobile Data
2145,11/14/2024,35,26-35,3.6,2.5,3.1,9.2,Mobile,WiFi
2146,5/1/2024,23,19-25,2.6,4.4,2.9,9.9,Mobile,WiFi
2147,10/18/2024,32,26-35,0.9,6.6,2.2,9.7,Laptop,WiFi
2148,10/14/2024,54,46-60,1.2,3.6,3.3,8.1,Tablet,Mobile Data
2149,5/21/2024,26,26-35,0.6,1.3,3.1,5,Tablet,Mobile Data
2150,12/13/2024,63,60+,3.5,5.2,3.3,12,Laptop,WiFi
2151,5/30/2024,14,13-18,1.7,3.7,2.7,8.1,Mobile,Mobile Data
2152,12/25/2024,52,46-60,1.3,1.4,1.3,4,Mobile,WiFi
2153,11/20/2024,24,19-25,1.5,3.3,2.4,7.2,Tablet,Mobile Data
2154,3/19/2024,45,36-45,0.9,1.2,2.6,4.7,Laptop,Mobile Data
2155,12/22/2024,23,19-25,1.9,6,3.3,11.2,Mobile,WiFi
2156,4/20/2024,39,36-45,0.4,4.7,1.9,7,Laptop,WiFi
2157,6/5/2024,71,60+,3.6,6.1,3,12.7,Laptop,WiFi
2158,9/14/2024,13,13-18,3,4.7,1.4,9.1,Mobile,Mobile Data
2159,7/22/2024,75,60+,1.2,5,2.3,8.5,Tablet,Mobile Data
2160,1/4/2024,20,19-25,2.9,2,2.3,7.2,Mobile,Mobile Data
2161,2/13/2024,51,46-60,0.8,4.1,1.1,6,Mobile,WiFi
2162,6/25/2024,22,19-25,1.9,3.4,1.2,6.5,Laptop,Mobile Data
2163,2/15/2024,69,60+,0.5,3.8,0.7,5,Mobile,Mobile Data
2164,8/9/2024,36,36-45,1.1,6.8,2.1,10,Tablet,WiFi
2165,2/1/2024,54,46-60,1.1,1.9,1.4,4.4,Tablet,WiFi
2166,10/13/2024,29,26-35,1.2,2.2,1,4.4,Tablet,WiFi
2167,5/21/2024,20,19-25,3.8,6.6,0.8,11.2,Tablet,WiFi
2168,12/20/2024,31,26-35,3.7,4,1.8,9.5,Laptop,WiFi
2169,12/5/2024,42,36-45,3.7,2,3.1,8.8,Laptop,WiFi
2170,7/7/2024,38,36-45,2.5,4.6,2.9,10,Mobile,WiFi
2171,10/18/2024,18,13-18,3.4,2.3,2.4,8.1,Tablet,Mobile Data
2172,5/21/2024,21,19-25,1.9,4.3,3.3,9.5,Mobile,WiFi
2173,7/16/2024,72,60+,0.4,1,1.5,2.9,Mobile,Mobile Data
2174,10/2/2024,65,60+,3.1,1.4,2.2,6.7,Laptop,WiFi
2175,7/4/2024,24,19-25,1.8,7,3.4,12.2,Laptop,Mobile Data
2176,2/20/2024,23,19-25,2.5,5.5,1.2,9.2,Tablet,WiFi
2177,5/12/2024,73,60+,1.6,5.5,3.3,10.4,Mobile,WiFi
2178,8/8/2024,26,26-35,3.7,5.6,1.5,10.8,Mobile,WiFi
2179,4/5/2024,15,13-18,2.3,3.2,1,6.5,Laptop,WiFi
2180,3/28/2024,29,26-35,2.9,6.5,3.2,12.6,Mobile,WiFi
2181,5/1/2024,59,46-60,3.8,3.1,2.6,9.5,Mobile,Mobile Data
2182,4/24/2024,42,36-45,1.7,1.7,2.5,5.9,Laptop,WiFi
2183,8/24/2024,21,19-25,1.7,2.4,2.5,6.6,Tablet,Mobile Data
2184,9/3/2024,13,13-18,2.6,4.9,3.1,10.6,Laptop,Mobile Data
2185,6/12/2024,14,13-18,3.1,6.6,3,12.7,Tablet,WiFi
2186,2/16/2024,54,46-60,1.7,3.8,2,7.5,Laptop,Mobile Data
2187,5/21/2024,52,46-60,2.4,5.5,3.1,11,Laptop,Mobile Data
2188,4/18/2024,72,60+,1.5,6.8,2.1,10.4,Mobile,Mobile Data
2189,12/10/2024,40,36-45,3.3,5,2.2,10.5,Laptop,Mobile Data
2190,8/7/2024,60,46-60,2,4.1,2.3,8.4,Laptop,Mobile Data
2191,9/27/2024,27,26-35,2.6,3.5,1.9,8,Mobile,WiFi
2192,1/23/2024,18,13-18,0.3,2.8,3.5,6.6,Tablet,Mobile Data
2193,8/12/2024,50,46-60,1.4,4.4,1.6,7.4,Mobile,WiFi
2194,7/13/2024,70,60+,3.9,4.8,0.9,9.6,Tablet,WiFi
2195,12/14/2024,45,36-45,3.2,1.4,2.1,6.7,Laptop,Mobile Data
2196,7/23/2024,58,46-60,2.3,3.7,1.4,7.4,Tablet,WiFi
2197,9/18/2024,74,60+,1.8,2.5,1.1,5.4,Mobile,WiFi
2198,6/4/2024,16,13-18,0.3,6.6,0.9,7.8,Laptop,Mobile Data
2199,1/22/2024,25,19-25,0.7,4.5,2.6,7.8,Laptop,WiFi
2200,2/5/2024,44,36-45,3,1.3,0.5,4.8,Mobile,Mobile Data
2201,7/6/2024,13,13-18,0.9,4.8,3.2,8.9,Tablet,WiFi
2202,9/15/2024,67,60+,3.2,3.2,0.5,6.9,Mobile,WiFi
2203,10/28/2024,73,60+,3.8,1.4,1.5,6.7,Mobile,WiFi
2204,3/28/2024,25,19-25,1,5.6,1.9,8.5,Tablet,Mobile Data
2205,10/16/2024,19,19-25,2.1,2.4,1,5.5,Laptop,WiFi
2206,1/17/2024,30,26-35,2.6,5.3,2,9.9,Mobile,Mobile Data
2207,7/8/2024,60,46-60,0.7,1.1,0.7,2.5,Mobile,WiFi
2208,2/22/2024,24,19-25,0.4,2.2,1.4,4,Laptop,WiFi
2209,12/7/2024,65,60+,1.1,1.8,2.9,5.8,Tablet,Mobile Data
2210,6/6/2024,19,19-25,2.9,6.1,0.7,9.7,Laptop,Mobile Data
2211,4/17/2024,51,46-60,1,1.4,3.4,5.8,Mobile,Mobile Data
2212,2/20/2024,35,26-35,3.7,6,1.9,11.6,Tablet,Mobile Data
2213,6/20/2024,56,46-60,3,4.5,2.7,10.2,Mobile,WiFi
2214,11/2/2024,54,46-60,1.5,1.8,3.4,6.7,Tablet,WiFi
2215,11/14/2024,24,19-25,2.2,2.7,0.8,5.7,Tablet,WiFi
2216,12/19/2024,66,60+,3.4,5.2,2.2,10.8,Laptop,Mobile Data
2217,8/26/2024,27,26-35,3.2,1.5,0.8,5.5,Tablet,WiFi
2218,5/14/2024,62,60+,3.9,6.3,1.8,12,Tablet,WiFi
2219,11/5/2024,39,36-45,2.8,3.4,0.7,6.9,Mobile,Mobile Data
2220,11/28/2024,32,26-35,3.7,6.5,1.4,11.6,Tablet,WiFi
2221,8/28/2024,62,60+,4,2.2,2.9,9.1,Laptop,WiFi
2222,12/2/2024,29,26-35,2.3,5.3,3.3,10.9,Laptop,Mobile Data
2223,2/8/2024,57,46-60,3.8,3.6,1.7,9.1,Tablet,WiFi
2224,9/14/2024,45,36-45,1.7,6.7,3,11.4,Laptop,WiFi
2225,10/19/2024,50,46-60,3.7,5.4,2.2,11.3,Mobile,Mobile Data
2226,10/23/2024,24,19-25,2.1,1.3,2.8,6.2,Mobile,WiFi
2227,5/28/2024,48,46-60,3.9,4.9,1.1,9.9,Tablet,Mobile Data
2228,11/3/2024,32,26-35,2.7,1.4,3.1,7.2,Laptop,WiFi
2229,6/7/2024,51,46-60,2.7,2.9,1.1,6.7,Mobile,Mobile Data
2230,9/13/2024,67,60+,1.5,1.8,3.2,6.5,Laptop,Mobile Data
2231,1/31/2024,18,13-18,2.8,4.1,1.5,8.4,Laptop,Mobile Data
2232,7/14/2024,17,13-18,2.1,5.2,2.2,9.5,Laptop,WiFi
2233,12/20/2024,16,13-18,3.3,5.5,1,9.8,Laptop,WiFi
2234,7/22/2024,18,13-18,0.8,1.7,2.4,4.9,Mobile,WiFi
2235,10/18/2024,32,26-35,4,1,2.5,7.5,Laptop,WiFi
2236,9/20/2024,68,60+,2.3,2.3,2.2,6.8,Tablet,Mobile Data
2237,7/3/2024,26,26-35,1.2,4.2,2.2,7.6,Mobile,WiFi
2238,3/1/2024,70,60+,0.2,4.1,0.5,4.8,Laptop,Mobile Data
2239,3/19/2024,55,46-60,2.8,3.5,1.2,7.5,Tablet,Mobile Data
2240,6/1/2024,21,19-25,2.4,4.7,2.9,10,Mobile,Mobile Data
2241,4/7/2024,64,60+,3,4.8,2.2,10,Laptop,WiFi
2242,10/9/2024,29,26-35,1.9,6.9,2.1,10.9,Mobile,WiFi
2243,1/17/2024,67,60+,3.5,3,1.6,8.1,Laptop,Mobile Data
2244,1/23/2024,20,19-25,0.7,6.9,1,8.6,Mobile,Mobile Data
2245,2/26/2024,75,60+,0.3,6.8,3.3,10.4,Tablet,WiFi
2246,12/21/2024,22,19-25,2,4.7,3.1,9.8,Mobile,WiFi
2247,10/1/2024,63,60+,0.7,2,1.2,3.9,Laptop,Mobile Data
2248,7/17/2024,38,36-45,3.2,5.2,3.1,11.5,Tablet,WiFi
2249,10/4/2024,44,36-45,0.3,2,2.2,4.5,Laptop,Mobile Data
2250,6/24/2024,16,13-18,2,3.2,3.5,8.7,Laptop,WiFi
2251,7/19/2024,16,13-18,2.2,5.1,2.8,10.1,Laptop,Mobile Data
2252,1/13/2024,20,19-25,0.6,2.4,3.3,6.3,Mobile,Mobile Data
2253,4/22/2024,13,13-18,1.7,2.1,2.9,6.7,Laptop,Mobile Data
2254,4/18/2024,52,46-60,0.3,1.5,2.5,4.3,Tablet,Mobile Data
2255,11/19/2024,75,60+,0.9,5.6,2.7,9.2,Mobile,WiFi
2256,4/17/2024,70,60+,1.4,3.2,2.2,6.8,Tablet,WiFi
2257,6/6/2024,41,36-45,3.8,5.9,3.1,12.8,Laptop,WiFi
2258,7/11/2024,66,60+,3.5,2.3,0.9,6.7,Mobile,WiFi
2259,9/3/2024,38,36-45,2.4,6.2,3.4,12,Laptop,WiFi
2260,5/28/2024,19,19-25,1.5,1.2,2.4,5.1,Laptop,WiFi
2261,2/26/2024,71,60+,2.3,3.4,2.1,7.8,Tablet,WiFi
2262,1/3/2024,62,60+,3.2,2.9,1.9,8,Mobile,Mobile Data
2263,4/23/2024,18,13-18,2,5.7,3.1,10.8,Tablet,Mobile Data
2264,9/4/2024,67,60+,1.9,3.2,1.6,6.7,Laptop,Mobile Data
2265,12/25/2024,54,46-60,3.2,2.9,3.3,9.4,Tablet,WiFi
2266,4/7/2024,45,36-45,0.9,1.5,2.6,5,Laptop,Mobile Data
2267,4/26/2024,33,26-35,2.6,4.2,2.2,9,Mobile,WiFi
2268,10/2/2024,56,46-60,3.6,4.3,2.8,10.7,Laptop,Mobile Data
2269,12/14/2024,19,19-25,2.5,2.6,3,8.1,Mobile,Mobile Data
2270,8/29/2024,56,46-60,0.4,4.2,0.9,5.5,Mobile,WiFi
2271,6/16/2024,13,13-18,3.1,4.1,3.1,10.3,Laptop,WiFi
2272,11/5/2024,13,13-18,3.9,1.7,1.7,7.3,Tablet,WiFi
2273,5/16/2024,26,26-35,3.8,3.1,2.3,9.2,Laptop,Mobile Data
2274,2/8/2024,16,13-18,2.5,2.2,1.5,6.2,Mobile,WiFi
2275,11/4/2024,48,46-60,2.9,6.7,3.4,13,Laptop,Mobile Data
2276,10/2/2024,43,36-45,3.5,2.6,0.5,6.6,Mobile,Mobile Data
2277,9/8/2024,47,46-60,2,3.4,2.2,7.6,Tablet,Mobile Data
2278,8/8/2024,19,19-25,0.7,4.4,1.9,7,Tablet,Mobile Data
2279,9/6/2024,32,26-35,1.2,4.8,1.3,7.3,Tablet,Mobile Data
2280,4/28/2024,24,19-25,3.1,3.8,3,9.9,Mobile,Mobile Data
2281,5/4/2024,14,13-18,1.9,6.3,1.4,9.6,Mobile,WiFi
2282,7/24/2024,38,36-45,3.1,4.2,1.3,8.6,Tablet,Mobile Data
2283,5/11/2024,45,36-45,3.5,6.4,1.9,11.8,Mobile,Mobile Data
2284,3/10/2024,13,13-18,3.3,6.3,1.6,11.2,Tablet,WiFi
2285,7/24/2024,18,13-18,3,2.7,1.7,7.4,Laptop,Mobile Data
2286,12/16/2024,43,36-45,4,2.3,0.6,6.9,Mobile,Mobile Data
2287,8/6/2024,37,36-45,2,5.5,0.5,8,Tablet,WiFi
2288,8/7/2024,28,26-35,3.6,6.8,0.7,11.1,Mobile,WiFi
2289,2/7/2024,14,13-18,1.6,2.1,2.5,6.2,Tablet,Mobile Data
2290,10/25/2024,73,60+,2.2,2.1,2.8,7.1,Tablet,WiFi
2291,5/1/2024,56,46-60,1,6.2,0.9,8.1,Mobile,WiFi
2292,7/11/2024,38,36-45,0.5,3.6,0.6,4.7,Laptop,WiFi
2293,8/24/2024,28,26-35,0.5,2.4,2.8,5.7,Mobile,Mobile Data
2294,1/18/2024,21,19-25,2.7,4.3,2.3,9.3,Tablet,WiFi
2295,5/11/2024,27,26-35,3.9,4.8,0.7,9.4,Laptop,WiFi
2296,11/24/2024,71,60+,2.8,2.1,1.3,6.2,Mobile,WiFi
2297,4/26/2024,75,60+,1,5.9,1.3,8.2,Mobile,Mobile Data
2298,2/1/2024,67,60+,2.9,2.7,1.9,7.5,Mobile,WiFi
2299,10/12/2024,33,26-35,2.8,4.6,0.8,8.2,Tablet,Mobile Data
2300,10/12/2024,46,46-60,0.7,4.3,2.5,7.5,Laptop,WiFi
2301,7/24/2024,31,26-35,2.1,4.6,1.6,8.3,Mobile,Mobile Data
2302,2/22/2024,32,26-35,0.2,1.5,1.1,2.8,Tablet,Mobile Data
2303,8/24/2024,54,46-60,3.7,6.3,1.9,11.9,Mobile,Mobile Data
2304,11/5/2024,15,13-18,0.9,6,2.4,9.3,Mobile,WiFi
2305,7/5/2024,16,13-18,1.6,2.7,3.1,7.4,Laptop,WiFi
2306,2/4/2024,13,13-18,0.6,2.5,1.9,5,Laptop,WiFi
2307,3/17/2024,21,19-25,1.5,2.5,1.5,5.5,Laptop,Mobile Data
2308,2/8/2024,22,19-25,3.2,1.4,0.7,5.3,Mobile,Mobile Data
2309,9/10/2024,26,26-35,3.5,5,1.9,10.4,Laptop,Mobile Data
2310,1/28/2024,14,13-18,0.4,1.9,3,5.3,Mobile,Mobile Data
2311,9/18/2024,40,36-45,4,2.8,0.9,7.7,Mobile,Mobile Data
2312,7/28/2024,70,60+,0.8,3.5,1.6,5.9,Tablet,WiFi
2313,8/1/2024,17,13-18,1.7,3.2,3.5,8.4,Mobile,Mobile Data
2314,8/7/2024,23,19-25,1.3,3.3,1.5,6.1,Laptop,Mobile Data
2315,6/20/2024,69,60+,2.1,2,2.9,7,Tablet,Mobile Data
2316,5/7/2024,54,46-60,3.9,6.3,3,13.2,Laptop,Mobile Data
2317,12/28/2024,17,13-18,1.7,6.6,1.4,9.7,Laptop,Mobile Data
2318,3/11/2024,13,13-18,1.7,3.3,1.5,6.5,Laptop,Mobile Data
2319,9/10/2024,26,26-35,0.4,3.8,1.7,5.9,Laptop,WiFi
2320,5/10/2024,20,19-25,3.6,2.1,2.4,8.1,Laptop,Mobile Data
2321,10/28/2024,68,60+,0.4,2,2,4.4,Laptop,WiFi
2322,12/25/2024,29,26-35,1.3,5.7,1.2,8.2,Mobile,WiFi
2323,1/12/2024,62,60+,2.9,5.5,3.4,11.8,Laptop,Mobile Data
2324,9/10/2024,55,46-60,0.5,2.5,2.4,5.4,Tablet,Mobile Data
2325,8/17/2024,19,19-25,2.5,6.5,2.7,11.7,Mobile,WiFi
2326,6/28/2024,67,60+,1.1,4.3,1.9,7.3,Laptop,WiFi
2327,2/1/2024,44,36-45,1.5,2.3,3.3,7.1,Mobile,WiFi
2328,1/16/2024,26,26-35,3.8,6.7,1.5,12,Laptop,Mobile Data
2329,2/27/2024,62,60+,4,1.2,1,6.2,Tablet,WiFi
2330,7/27/2024,37,36-45,3.5,5.7,1,10.2,Mobile,Mobile Data
2331,2/24/2024,69,60+,0.6,6.5,0.6,7.7,Mobile,WiFi
2332,10/20/2024,64,60+,2.9,6.3,1.6,10.8,Mobile,Mobile Data
2333,1/22/2024,45,36-45,3.5,6.8,2.5,12.8,Mobile,WiFi
2334,12/7/2024,58,46-60,3.3,1.1,1.6,6,Laptop,Mobile Data
2335,8/17/2024,13,13-18,0.7,5,3.1,8.8,Mobile,Mobile Data
2336,3/25/2024,15,13-18,3.5,3.4,1.6,8.5,Mobile,Mobile Data
2337,8/14/2024,66,60+,1.3,5.8,3.1,10.2,Tablet,WiFi
2338,12/12/2024,71,60+,0.3,3.6,3.3,7.2,Tablet,Mobile Data
2339,1/15/2024,22,19-25,1.6,5.3,2,8.9,Mobile,WiFi
2340,8/10/2024,45,36-45,3.9,5.3,2,11.2,Tablet,Mobile Data
2341,1/17/2024,28,26-35,2.7,6.4,3.4,12.5,Laptop,Mobile Data
2342,9/11/2024,60,46-60,3.7,5.9,2.2,11.8,Mobile,Mobile Data
2343,6/29/2024,56,46-60,2.6,1.8,1,5.4,Laptop,WiFi
